,0
12991,41133:  Amusement Park Bumper Cars
12992,41134:  Heartlake Performance School
12993,41135:  Livi's Pop Star House
12994,41140:  Daisy's Beauty Salon
12995,41141:  Pumpkin's Royal Carriage
12996,41142:  Palace Pets Royal Castle
12997,41171:  Emily Jones & the Baby Wind Dragon
12998,41172:  The Water Dragon Adventure
12999,41173:  Elvendale School of Dragons
13000,41174:  The Starlight Inn
13001,41175:  Fire Dragon's Lava Cave
13002,41176:  The Secret Market Place
13003,41177:  The Precious Crystal Mine
13004,41178:  The Dragon Sanctuary
13005,41179:  Queen Dragon's Rescue
13006,41180:  Ragana's Magic Shadow Castle
13007,41490:  Superman & Wonder Woman
13008,41491:  Batman & The Joker
13009,41492:  Iron Man & Captain America
13010,41493:  Black Panther & Doctor Strange
13011,41554:  Kuffs
13012,41555:  Busto
13013,41556:  Tiketz
13014,41557:  Camillot
13015,41558:  Mixadel
13016,41559:  Paladum
13017,41560:  Jamzy
13018,41561:  Tapsy
13019,41562:  Trumpsy
13020,41563:  Splasho
13021,41564:  Aquad
13022,41565:  Hydro
13023,41566:  Sharx
13024,41567:  Skulzy
13025,41568:  Lewt
13026,41569:  Surgeo
13027,41570:  Skrubz
13028,41571:  Tuth
13029,41572:  Gobbol
13030,41573:  Sweepz
13031,41574:  Compax
13032,41575:  Cobrax
13033,41576:  Spinza
13034,41577:  Mysto
13035,41578:  Screeno
13036,41579:  Camsta
13037,41580:  Myke
13038,42044:  Display Team Jet
13039,42045:  Hydroplane Racer
13040,42046:  Getaway Racer
13041,42047:  Police Interceptor
13042,42048:  Race Kart
13043,42049:  Mine Loader
13044,42050:  Drag Racer
13045,42052:  Heavy Lift Helicopter
13046,42053:  Volvo EW160E
13047,42054:  CLAAS XERION 5000 TRAC VC
13048,42055:  Bucket Wheel Excavator
13049,42056:  Porsche 911 GT3 RS
13050,45012:  Wild Animals Set
13051,45014:  StoryTales Set
13052,45016:  Tubes Experiment Set
13053,45017:  Playground Set
13054,45018:  Build Me 'Emotions'
13055,45019:  Creative LEGO DUPLO Brick Set
13056,45020:  Creative LEGO Brick Set
13057,45300:  WeDo 2.0 Core Set
13058,45301:  WeDo 2.0 Smart Hub
13059,45302:  WeDo 2.0 Smarthub Rechargeable Battery
13060,45303:  WeDo 2.0 Medium Motor
13061,45304:  WeDo 2.0 Motion Sensor
13062,45305:  WeDo 2.0 Tilt Sensor
13063,45802:  Animal Allies
13064,45803:  Creature Craze Inspire Set
13065,45811:  World Robot Olympiad Brick Set
13066,60100:  Airport Starter Set
13067,60101:  Airport Cargo Plane
13068,60102:  Airport VIP Service
13069,60103:  Airport Air Show
13070,60104:  Airport Passenger Terminal
13071,60105:  Fire ATV
13072,60106:  Fire Starter Set
13073,60107:  Fire Ladder Truck
13074,60108:  Fire Response Unit
13075,60109:  Fire Boat
13076,60110:  Fire Station
13077,60111:  Fire Utility Truck
13078,60112:  Fire Engine
13079,60113:  Rally Car
13080,60114:  Race Boat
13081,60115:  4 x 4 Off Roader
13082,60116:  Ambulance Plane
13083,60117:  Van & Caravan
13084,60118:  Garbage Truck
13085,60119:  Ferry
13086,60120:  Volcano Starter Set
13087,60121:  Volcano Exploration Truck
13088,60122:  Volcano Crawler
13089,60123:  Volcano Supply Helicopter
13090,60124:  Volcano Exploration Base
13091,60125:  Volcano Heavy-Lift Helicopter
13092,60126:  Tire Escape
13093,60127:  Prison Island Starter Set
13094,60128:  Police Pursuit
13095,60129:  Police Patrol Boat
13096,60130:  Prison Island
13097,60131:  Crooks Island
13098,60132:  Service Station
13099,60133:  City Advent Calendar
13100,60134:  People Pack - Fun in the Park
13101,66537:  3-in-1 Super Pack
13102,66538:  Forests Value Pack
13103,66539:  Heartlake Value Pack
13104,66540:  City Volcano Value Pack
13105,66541:  City Fire Value Pack
13106,66542:  Microfighters Super Pack 3 in 1
13107,66543:  Microfighters Super Pack 3 in 1
13108,66545:  Mighty Micros Mighty Pack 3 in 1
13109,"66547:  Axl's Tower Carrier, Extra Awesome Edition"
13110,"66548:  Rock Roader, Extra Awesome Edition"
13111,"66549:  Salvage M.E.C., Extra Awesome Edition"
13112,70310:  Knighton Battle Blaster
13113,70311:  Chaos Catapult
13114,70312:  Lance's Mecha Horse
13115,70313:  Moltor's Lava Smasher
13116,70314:  Beast Master's Chaos Chariot
13117,70315:  Clay's Rumble Blade
13118,70316:  Jestro's Evil Mobile
13119,70317:  The Fortrex
13120,70318:  The Glob Lobber
13121,70319:  Macy's Thunder Mace
13122,70320:  Aaron Fox's Aero-Striker V2
13123,70321:  General Magmar's Siege Machine of Doom
13124,70322:  Axl's Tower Carrier
13125,70323:  Jestro's Volcano Lair
13126,70324:  Merlok's Library 2.0
13127,70325:  Infernox captures the Queen
13128,70326:  The Black Knight Mech
13129,70327:  The King's Mech
13130,70330:  Ultimate Clay
13131,70331:  Ultimate Macy
13132,70332:  Ultimate Aaron
13133,70333:  Ultimate Robin
13134,70334:  Ultimate Beast Master
13135,70335:  Ultimate Lavaria
13136,70336:  Ultimate Axl
13137,70337:  Ultimate Lance
13138,70338:  Ultimate General Magmar
13139,70339:  Ultimate Flama
13140,70588:  Titanium Ninja Tumbler 
13141,70589:  Rock Roader
13142,70590:  Airjitzu Battle Grounds
13143,70591:  Kryptarium Prison Breakout
13144,70592:  Salvage M.E.C.
13145,70593:  The Green NRG Dragon
13146,70594:  The Lighthouse Siege
13147,70595:  Ultra Stealth Raider
13148,70596:  Samurai X Cave Chaos
13149,70599:  Cole's Dragon
13150,70600:  Ninja Bike Chase
13151,70601:  Sky Shark
13152,70602:  Jay's Elemental Dragon
13153,70603:  Raid Zeppelin
13154,70604:  Tiger Widow Island
13155,70605:  Misfortune's Keep
13156,71011:  LEGO Minifigures - Series 15 {Random bag}
13157,71011:  Farmer
13158,71011:  Astronaut
13159,71011:  Frightening Knight
13160,71011:  Clumsy Guy
13161,71011:  Tribal Woman
13162,71011:  Flying Warrior
13163,71011:  Faun
13164,71011:  Animal Control Officer
13165,71011:  Janitor
13166,71011:  Ballerina
13167,71011:  Laser Mech
13168,71011:  Kendo Fighter
13169,71011:  Shark Suit Guy
13170,71011:  Wrestling Champion
13171,71011:  Jewel Thief
13172,71011:  Queen
13173,71011:  LEGO Minifigures - Series 15 - Complete
13174,71011:  LEGO Minifigures - Series 15 - Sealed Box
13175,71012:  LEGO Minifigures - The Disney Series {Random bag}
13176,71012:  Stitch
13177,71012:  Alien
13178,71012:  Buzz Lightyear
13179,71012:  Aladdin
13180,71012:  Genie
13181,71012:  Maleficent
13182,71012:  Alice
13183,71012:  Cheshire Cat
13184,71012:  Daisy Duck
13185,71012:  Donald Duck
13186,71012:  Minnie Mouse
13187,71012:  Mickey Mouse
13188,71012:  Mr. Incredible
13189,71012:  Syndrome
13190,71012:  Peter Pan
13191,71012:  Captain Hook
13192,71012:  Ursula
13193,71012:  Ariel
13194,71012:  LEGO Minifigures - The Disney Series - Complete
13195,71012:  LEGO Minifigures - The Disney Series - Sealed Box
13196,71013:  LEGO Minifigures - Series 16 {Random bag}
13197,71013:  Ice Queen
13198,71013:  Desert Warrior
13199,71013:  Cyborg
13200,71013:  Cute Little Devil
13201,71013:  Spooky Boy
13202,71013:  Hiker
13203,71013:  Wildlife Photographer
13204,71013:  Kickboxer
13205,71013:  Scallywag Pirate
13206,71013:  Penguin Boy
13207,71013:  Rogue
13208,71013:  Dog Show Winner
13209,71013:  Mariachi
13210,71013:  Spy
13211,71013:  Banana Guy
13212,71013:  Babysitter
13213,71013:  LEGO Minifigures - Series 16 - Complete
13214,71013:  LEGO Minifigures - Series 16 - Sealed Box
13215,71014:  LEGO Minifigures - DFB Series {Random bag}
13216,71014:  Joachim Löw
13217,71014:  Manuel Neuer
13218,71014:  Jérôme Boateng
13219,71014:  Mats Hummels
13220,71014:  Benedikt Höwedes
13221,71014:  Shkodran Mustafi
13222,71014:  Bastian Schweinsteiger
13223,71014:  Mesut Özil
13224,71014:  Thomas Müller
13225,71014:  Toni Kroos
13226,71014:  Sami Khedira
13227,71014:  André Schürrle
13228,71014:  Marco Reus
13229,71014:  Christoph Kramer
13230,71014:  Mario Götze
13231,71014:  Max Kruse
13232,71014:  LEGO Minifigures - DFB Series - Complete
13233,71014:  LEGO Minifigures - DFB Series - Sealed Box
13234,71040:  Disney Castle
13235,71228:  Ghostbusters Level Pack
13236,71229:  DC Comics Team Pack
13237,71230:  Doc Brown
13238,71233:  Stay Puft
13239,71234:  Sensei Wu
13240,71235:  Midway Arcade Level Pack
13241,71236:  Superman
13242,71237:  Aquaman
13243,71238:  Cyberman
13244,71239:  Lloyd
13245,71240:  Bane
13246,71241:  Slimer
13247,71242:  New Ghostbusters: Play the Complete Movie
13248,71244:  Sonic the Hedgehog Level Pack
13249,71245:  Adventure Time Level Pack
13250,71246:  Adventure Time Team Pack 
13251,71247:  Harry Potter Team Pack
13252,71248:  Mission Impossible Level Pack
13253,71251:  B.A. Baracus
13254,71253:  Fantastic Beasts and Where to Find Them: Play the Complete Movie
13255,71256:  Gremlins Team Pack
13256,71257:  Tina Goldstein
13257,71258:  E.T.
13258,71285:  Marceline the Vampire Queen
13259,71300:  Uxar - Creature of Jungle
13260,71301:  Ketar - Creature of Stone
13261,71302:  Akida - Creature of Water
13262,71303:  Ikir - Creature of Fire
13263,71304:  Terak - Creature of Earth
13264,71305:  Lewa - Uniter of Jungle
13265,71306:  Pohatu - Uniter of Stone
13266,71307:  Gali - Uniter of Water
13267,71308:  Tahu - Uniter of Fire
13268,71309:  Onua - Uniter of Earth
13269,71310:  Umarak the Hunter
13270,71311:  Kopaka and Melum - Unity set
13271,71312:  Ekimu the Mask Maker
13272,71313:  Lava Beast
13273,71314:  Storm Beast
13274,71315:  Quake Beast
13275,71316:  Umarak the Destroyer
13276,71340:  Supergirl
13277,71342:  Green Arrow
13278,75098:  Assault on Hoth
13279,75113:  Rey
13280,75114:  First Order Stormtrooper
13281,75115:  Poe Dameron
13282,75116:  Finn
13283,75117:  Kylo Ren
13284,75118:  Captain Phasma
13285,75119:  Sergeant Jyn Erso
13286,75120:  K-2SO
13287,75121:  Imperial Death Trooper
13288,75125:  Resistance X-wing Fighter
13289,75126:  First Order Snowspeeder
13290,75127:  The Ghost
13291,75128:  TIE Advanced Prototype
13292,75129:  Wookiee Gunship
13293,75130:  AT-DP
13294,75131:  Resistance Trooper Battle Pack
13295,75132:  First Order Battle Pack
13296,75133:  Rebel Alliance Battle Pack
13297,75134:  Galactic Empire Battle Pack
13298,75135:  Obi-Wan's Jedi Interceptor
13299,75136:  Droid Escape Pod
13300,75137:  Carbon-Freezing Chamber
13301,75138:  Hoth Attack
13302,75139:  Battle on Takodana
13303,75140:  Resistance Troop Transporter
13304,75141:  Kanan's Speeder Bike
13305,75142:  Homing Spider Droid
13306,75143:  {?}
13307,75145:  Eclipse Fighter
13308,75146:  Star Wars Advent Calendar
13309,75147:  StarScavenger
13310,75148:  Encounter on Jakku
13311,75149:  Resistance X-wing Fighter
13312,75150:  Vader's TIE Advanced vs. A-wing Starfighter
13313,75151:  Clone Turbo Tank
13314,75152:  Imperial Assault Hovertank
13315,75153:  AT-ST Walker
13316,75154:  TIE Striker
13317,75155:  Rebel U-wing Fighter
13318,75156:  Krennic's Imperial Shuttle
13319,75157:  Captain Rex's AT-TE
13320,75158:  Rebel Combat Frigate
13321,75159:  Death Star
13322,75821:  Piggy Car Escape
13323,75822:  Piggy Plane Attack
13324,75823:  Bird Island Egg Heist
13325,75824:  Pig City Teardown
13326,75825:  Piggy Pirate Ship
13327,75826:  King Pig's Castle
13328,75827:  Firehouse Headquarters 
13329,75828:  Ecto-1 & 2
13330,75870:  Chevrolet Corvette Z06
13331,75871:  Ford Mustang GT
13332,75872:  Audi R18 e-tron quattro
13333,75873:  Audi R8 LMS ultra
13334,75874:  Chevrolet Camaro Drag Race
13335,75875:  Ford F-150 Raptor & Ford Model A Hot Rod
13336,75876:  Porsche 919 Hybrid and 917K Pit Lane
13337,76044:  Clash of the Heroes
13338,76045:  Kryptonite Interception
13339,76046:  Heroes of Justice: Sky High Battle
13340,76047:  Black Panther Pursuit
13341,76048:  Iron Skull Sub Attack
13342,76049:  Avenjet Space Mission
13343,76050:  Crossbones' Hazard Heist
13344,76051:  Super Hero Airport Battle
13345,76052:  Batman Classic TV Series - Batcave
13346,76053:  Gotham City Cycle Chase
13347,76054:  Batman: Scarecrow Harvest of Fear
13348,76055:  Batman: Killer Croc Sewer Smash
13349,76056:  Batman: Rescue from Ra's al Ghul
13350,76057:  Spider-Man: Web Warriors Ultimate Bridge Battle
13351,76058:  Spider-Man: Ghost Rider Team-Up
13352,76059:  Spider-Man: Doc Ock's Tentacle Trap
13353,76060:  Doctor Strange's Sanctum Sanctorum
13354,76061:  Mighty Micros: Batman vs. Catwoman
13355,76062:  Mighty Micros: Robin vs. Bane
13356,76063:  Mighty Micros: The Flash vs. Captain Cold
13357,76064:  Mighty Micros: Spider-Man vs. Green Goblin
13358,76065:  Mighty Micros: Captain America vs. Red Skull
13359,76066:  Mighty Micros: Hulk vs. Ultron
13360,76067:  Tanker Truck Takedown
13361,241601:  Miku The Dragon
13362,241602:  Jynx the Witch's Cat
13363,271601:  Lance
13364,271602:  Jet Horse
13365,271603:  Robin
13366,271604:  Two Globlin Spiders
13367,271605:  Lava Warrior
13368,271606:  Knight Racer
13369,271607:  Firecracker Catapult
13370,271608:  Kid Clay
13371,271609:  Bat-Gun
13372,271610:  Mighty Mech Bot
13373,271611:  Pilot Bot
13374,471602:  Pony Grooming Kit
13375,561601:  Parrot and Nest
13376,561602:  Valentine's Post Box
13377,561603:  Dog on stage
13378,561604:  Chocolate Kitchen
13379,561605:  Ice Cream Cart
13380,561606:  Rabbit and hutch
13381,561607:  Happy Beach
13382,561608:  Cake stall
13383,561609:  Olivia's Laboratory 
13384,561610:  Halloween Shop
13385,561611:  Gift wrapping table
13386,561612:  Christmas Fireplace
13387,601601:  Scorpion
13388,601602:  Ekimu Falcon
13389,850805:  Drinking Bottle—Blue
13390,850806:  Drinking Bottle Pink
13391,850817:  Drinking Bottle
13392,"851332:  I Love LEGOLAND keychain, Male"
13393,851354:  Wrayth
13394,853503:  NEXO KNIGHTS Macy's Mace
13395,853504:  NEXO KNIGHTS Clay's Sword
13396,853505:  NK Sword Standard
13397,853506:  NK Shield Standard
13398,853507:  Knight's Power Up Shield
13399,853508:  Monster's Shield
13400,853510:  NEXO KNIGHTS Knight s Dress Up
13401,853511:  FK Role Play Dress up Bad guy
13402,853515:  Knights Army-Building Set
13403,853516:  Monsters Army-Building Set
13404,853517:  NK Drinking Bottle
13405,853518:  NK Tumbler
13406,853519:  NK Playmat
13407,853520:  Aaron Key Chain
13408,853521:  Clay Key Chain
13409,853522:  Macy Key Chain
13410,853524:  Lance Key Chain
13411,853525:  Keychain NK Jestro
13412,853528:  NEXO KNIGHTS Monsters Sketch Book
13413,853529:  NINJAGO Customizable Sword
13414,853530:  NINJAGO Skybound Shield
13415,853532:  NINJAGO Armor
13416,853533:  NINJAGO Bandana
13417,853534:  Skybound Jay Key Chain
13418,853538:  Skybound Cole Key Chain
13419,853543:  Ninjago Party Set
13420,853544:  NINJAGO Accessory Set
13421,853547:  Emma Key Chain
13422,853548:  Andrea Key Chain
13423,853549:  Mia Key Chain
13424,853550:  Stephanie Key Chain
13425,853551:  Olivia Key Chain
13426,853552:  Friends Hand Foot Fun
13427,853555:  Campsite Scrapbook
13428,853556:  Friends Mini-Doll Campsite Set
13429,853559:  Emily Jones Key Chain
13430,853560:  Elves Azari the Fire Elf Key Chain
13431,853561:  Elves Aira the Wind Elf Key Chain
13432,853562:  Elves Naida the Water Elf Key Chain
13433,853563:  Elves Fledge the Baby Dragon Bag Charm
13434,853564:  Elves Me and My Dragon Display
13435,853565:  Elves Emily Jones' Diary Sketch Book
13436,853568:  Prison Guard Key Chain
13437,853569:  Notebook with Studs
13438,853570:  Police Accessory Set
13439,853571:  Hot Dog Guy Key Chain
13440,853572:  Bumble Bee Key Chain
13441,853573:  Yellow Car Bag Charm
13442,853574:  Christmas Ornament Reindeer
13443,853575:  Minifigure Cake Mold
13444,853580:  Key Rack
13445,853590:  Superman Key Chain 
13446,853591:  Batman Key Chain
13447,853592:  Black Widow Key Chain
13448,853593:  Captain America Key Chain
13449,853599:  New York Minifigure Magnet
13450,853600:  Statue of Liberty Magnet
13451,853601:  New York Key Chain
13452,853602:  Finn Key Chain
13453,853603:  Rey Key Chain
13454,853604:  BB 8 Key Chain
13455,853605:  Poe Dameron Key Chain 
13456,853609:  Skin Pack
13457,853610:  Skin Pack
13458,853611:  Marvel Super Heroes Minifigure Display Frame
13459,891609:  Kai
13460,891610:  Clouse
13461,891611:  Cole
13462,891612:  Sqiffy
13463,891613:  Kai's Dragon
13464,891614:  Cyren
13465,891615:  Jay
13466,891616:  Bucko 
13467,891617:  Titanium Zane
13468,891618:  Ronin
13469,891619:  Pirate's Fighter
13470,891620:  Nya
13471,911607:  Millennium Falcon
13472,911608:  Landspeeder
13473,911609:  Naboo Starfighter
13474,911610:  Probe Droid
13475,911611:  AAT
13476,911612:  Acklay
13477,911613:  TIE Bomber
13478,911614:  Yoda's Hut
13479,911615:  AT-AT
13480,911616:  MTT
13481,911617:  Palpatine's Shuttle
13482,2000447:  Mini Milo
13483,2000448:  Max and Mia
13484,2000451:  The Panama Canal
13485,2000711:  WeDo Replacement Pack 2
13486,2000715:  WeDo 2.0 Replacement Pack
13487,2000716:  FIRST LEGO League (FLL) Replacement Pack 2016 - Animal Allies
13488,2005544:  Education EV3 Design Engineering Projects
13489,2045300:  WeDo 2.0 Curriculum Pack
13490,3850007:  Elephant
13491,3850008:  Jet
13492,3850009:  Aircraft
13493,3850010:  Butterfly
13494,3850011:  Statue of Liberty
13495,3850012:  Truck
13496,3850013:  Turtle
13497,3850014:  Snowplough
13498,3850015:  Penguin
13499,4000022:  LEGO Truck Show
13500,4000023:  Jiaxing Factory 2016
13501,4002016:  50 Years on Track
13502,5002946:  Silver Centurion
13503,5004277:  4 stud Pink Storage Brick
13504,5004388:  Nexo Knights Intro Pack
13505,5004389:  Battle Station
13506,5004390:  King's Guard
13507,5004391:  Sky Pirates Battle
13508,5004393:  Cole
13509,5004395:  Jewelry and Sticker Pack
13510,5004398:  Friends Playmat
13511,5004401:  Wildlife Puzzle
13512,5004403:  Playmat
13513,5004404:  Police Chase
13514,5004406:  First Order General
13515,5004408:  Rebel A-wing Pilot
13516,5004409:  Accessory pack
13517,5004419:  Classic Knights Minifigure
13518,5004420:  Toy Soldier
13519,5004421:  Musicians minifigure collection
13520,5004422:  Warriors minifigure collection
13521,5004468:  Iconic Easter Minifigure
13522,5004538:  Wonder Woman Minifigure Alarm Clock
13523,5004573:  Athletes minifigure collection
13524,5004574:  Cops and Robbers minifigure collection
13525,5004612:  Lucy Wyldstyle Minifigure Link Watch
13526,5004720:  NINJAGO Shadow of Ronin 
13527,5004721:  NINJAGO Shadow of Ronin
13528,5004797:  The Joker Key Light
13529,5004833:  WeDo 2.0 ReadyGo Classroom Packs
13530,5004837:  WeDo 2.0 YouCreate Classroom Packs
13531,5004838:  WeDo 2.0 Add-On Power Pack
13532,5005011:  Anakin Skywalker Minifigure Watch
13533,5005015:  Classic Minifigure Link Watch
13534,5005017:  Yoda Minifigure Watch
13535,5005018:  Luke Skywalker Watch
13536,5005020:  4 stud Black Storage Brick
13537,5005027:  8 stud Bright Purple Storage Brick
